Name,Link,Ratings,Total Buys,Price,Deal Available,Original Price,Coupon Savings
"HP 15, AMD Ryzen 3 7320U, 8GB LPDDR5, 512GB SSD, Anti-Glare, Micro-Edge, 15.6-inch (39.6 cm), FHD, AMD Radeon Graphics, 1080p HD Camera, (Win 11, Silver, 1.59 kg), fc0154AU",https://www.amazon.in/HP-Laptop-15-6-inch-Graphics-fc0154AU/dp/B0D3HG5CMG/ref=sr_1_22?dib=eyJ2IjoiMSJ9.Ck--USuuCv7stMHMTK1I8Sgh-oRvaQv6IdBEf2QOkR3YXU7t5FO3Elbmhj4tRAEZS76zgipNf83o5-mbO7Oyzj-jHfb-6l8_Cr8kiGnDQC_YFKXElZ7XvNAe7SmgcE0d00LOQuzsV0UY9qNgUU-TY3RrSRSUVv4F2PfdvHNs7bkCgebIeIceylCFOfXHUSHID6jjkTp6W8O81oXsnG2_gBQBWxsgQ6LS8cYKOImHIgPw4WOwGwt3vvJvh_k0fSyenN8144p0ceFU-LiEleUQXeQvvn79IGDeP-msEitP3dlajq7-A-j-3umVgajkYWCbZUa7BmYX8Lncmk8MqPp_ryQBxMUEQ5w2dvCUI5RKcu4.F47gIt2QpC8zbCUtqD0PbzXaI0GqwyQFYni867TRul0&dib_tag=se&qid=1741608366&s=computers&sr=1-22,"1,499",300+ bought in past month,"₹ 30,990",No Deal,"₹58,999","Save ₹2,000"
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_23?dib=eyJ2IjoiMSJ9.Ck--USuuCv7stMHMTK1I8Sgh-oRvaQv6IdBEf2QOkR3YXU7t5FO3Elbmhj4tRAEZS76zgipNf83o5-mbO7Oyzj-jHfb-6l8_Cr8kiGnDQC_YFKXElZ7XvNAe7SmgcE0d00LOQuzsV0UY9qNgUU-TY3RrSRSUVv4F2PfdvHNs7bkCgebIeIceylCFOfXHUSHID6jjkTp6W8O81oXsnG2_gBQBWxsgQ6LS8cYKOImHIgPw4WOwGwt3vvJvh_k0fSyenN8144p0ceFU-LiEleUQXeQvvn79IGDeP-msEitP3dlajq7-A-j-3umVgajkYWCbZUa7BmYX8Lncmk8MqPp_ryQBxMUEQ5w2dvCUI5RKcu4.F47gIt2QpC8zbCUtqD0PbzXaI0GqwyQFYni867TRul0&dib_tag=se&qid=1741608366&s=computers&sr=1-23,131,300+ bought in past month,"₹ 40,990",Limited time deal,"₹58,999","Save ₹2,000"
"HP Victus, 12th Gen Intel Core i5-12450H, NVIDIA RTX 2050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Enhanced Cooling, fa1227TX/fa1314TX",https://www.amazon.in/HP-i5-12450H-15-6-inch-Response-fa1373TX/dp/B0D2DDJ6PJ/ref=sr_1_24?dib=eyJ2IjoiMSJ9.Ck--USuuCv7stMHMTK1I8Sgh-oRvaQv6IdBEf2QOkR3YXU7t5FO3Elbmhj4tRAEZS76zgipNf83o5-mbO7Oyzj-jHfb-6l8_Cr8kiGnDQC_YFKXElZ7XvNAe7SmgcE0d00LOQuzsV0UY9qNgUU-TY3RrSRSUVv4F2PfdvHNs7bkCgebIeIceylCFOfXHUSHID6jjkTp6W8O81oXsnG2_gBQBWxsgQ6LS8cYKOImHIgPw4WOwGwt3vvJvh_k0fSyenN8144p0ceFU-LiEleUQXeQvvn79IGDeP-msEitP3dlajq7-A-j-3umVgajkYWCbZUa7BmYX8Lncmk8MqPp_ryQBxMUEQ5w2dvCUI5RKcu4.F47gIt2QpC8zbCUtqD0PbzXaI0GqwyQFYni867TRul0&dib_tag=se&qid=1741608366&s=computers&sr=1-24,526,100+ bought in past month,"₹ 60,990",No Deal,"₹58,999","Save ₹2,000"
"Acer Chromebook CB315-4H Intel Celeron N4500 (Chrome OS/8 GB RAM/128 GB/WiFi 6) 39.6 cm (15.6"") Full HD, Silver, 1.6 KG, 3 Months Google One AI Premium Plan with Gemini Advanced & 2TB Cloud Storage",https://www.amazon.in/Chromebook-CB315-4H-Celeron-Premium-Advanced/dp/B0DH4M1MJ3/ref=sr_1_25?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-25,92,200+ bought in past month,"₹ 18,990",No Deal,"₹36,999",No Coupon
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",https://www.amazon.in/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_26?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-26,449,200+ bought in past month,"₹ 20,910",No Deal,"₹36,999",No Coupon
"HP 255 G9 Ryzen 3 Dual Core AMD Ryzen™ 3 Processor 3250U - (8 GB/512 GB SSD/AMD Radeon Graphics) 9H237PT Thin and Light Laptop (15.6 inch, Black, 1.47 kg)",https://www.amazon.in/HP-255-G9-RyzenTM-Processor/dp/B0DMSNR4GG/ref=sr_1_27?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-27,1,M.R.P:,"₹ 23,990",No Deal,"₹36,999",No Coupon
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-100-sRGB-83DC007LIN/dp/B0DFQ31CD4/ref=sr_1_28?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-28,10,50+ bought in past month,"₹ 69,990",No Deal,"₹36,999",No Coupon
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg",https://www.amazon.in/Lenovo-Intel-Core-12th-1235U/dp/B0DJCNMC4C/ref=sr_1_29?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-29,14,100+ bought in past month,"₹ 35,450",No Deal,"₹36,999",No Coupon
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr Warranty/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN",https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Warranty-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_30?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-30,471,100+ bought in past month,"₹ 48,990",Limited time deal,"₹36,999",No Coupon
"ASUS Vivobook Go 14, Thin and Light Laptop, AMD Ryzen 3 7320U, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_31?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-31,89,100+ bought in past month,"₹ 29,990",Limited time deal,"₹36,999",No Coupon
"Acer Nitro V, AMD Ryzen 7-7735HS, RTX 4050-6GB, 16GB DDR5, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11 Home, WiFi 6, 2.1KG, ANV15-41 Gaming Laptop",https://www.amazon.in/Acer-7-7735HS-Graphics-Windows-ANV15-41/dp/B0DFWRZLK5/ref=sr_1_32?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-32,61,50+ bought in past month,"₹ 77,990",No Deal,"₹36,999",No Coupon
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PYTTGH/ref=sr_1_33?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-33,250,100+ bought in past month,"₹ 22,990",No Deal,"₹36,999",No Coupon
"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN",https://www.amazon.in/Lenovo-IdeaPad-i3-1215U-Warranty-82RJ00FUIN/dp/B0DFH99H7X/ref=sr_1_34?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-34,472,200+ bought in past month,"₹ 32,990",Limited time deal,"₹36,999",No Coupon
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 PRO) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",https://www.amazon.in/Lenovo-V15-Ryzen-7320U-Quad/dp/B0DHFSN5M7/ref=sr_1_35?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-35,21,100+ bought in past month,"₹ 26,590",No Deal,"₹36,999",No Coupon
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg) Anti-glare, Micro-edge, 15.6-inch(39.6cm) FHD laptop, Intel UHD Graphics, HD camera, Backlit KB, fq5327tu",https://www.amazon.in/HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_36?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-36,"1,187",200+ bought in past month,"₹ 36,232",No Deal,"₹36,999",No Coupon
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU",https://www.amazon.in/HP-Anti-Glare-15-6-inch-Graphics-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_37?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-37,"1,075",100+ bought in past month,"₹ 37,650",No Deal,"₹36,999",No Coupon
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU",https://www.amazon.in/HP-RyzenTM-15-6-inch-Speakers-15s-fc0156AU/dp/B0CY2PLQ8N/ref=sr_1_38?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-38,15,200+ bought in past month,"₹ 42,490",No Deal,"₹36,999",No Coupon
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VWIN",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82RK00VWIN/dp/B0CR7WG86N/ref=sr_1_39?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-39,"1,037",100+ bought in past month,"₹ 32,840",No Deal,"₹36,999",No Coupon
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11/MS Office,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",https://www.amazon.in/Lenovo-Athlon-Laptop-Windows-Warranty/dp/B0872G2MPV/ref=sr_1_40?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-40,2,50+ bought in past month,"₹ 24,990",Limited time deal,"₹36,999",No Coupon
"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",https://www.amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=sr_1_41?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-41,835,100+ bought in past month,"₹ 19,999",No Deal,"₹36,999",No Coupon
"HP 15 AI Laptop, Intel Core Ultra 5 125H,12 Tops, 16GB DDR5, 1TB SSD,(Win 11, Silver, 1.65 kg),Anti-Glare, 15.6-inch (39.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, fd1197TU",https://www.amazon.in/HP-Anti-Glare-15-6-inch-Graphics-fd1197TU/dp/B0DGX5X7NZ/ref=sr_1_42?dib=eyJ2IjoiMSJ9.erFGAHeYXr_zLp3xYG2UQd6l9YAYyp4EMDUZV5iYCcn65Cd9wEmA8objrNLtSuGhGIMdu8DuyJyZ8ijA_l-6N1zzvkoz98zc_UlHvafhWfQtgn80IFURCPoOEh1wgVFEWjMACOBb9BGTn1n6veHtwWdbmmxCZ_eZCGTR_RYm6tmpX4aPFDNHOU9_-2lCjye0sc7lmPG0ovh-oKRsg6BBkNqs36UbP7qY9bF2DRvZYz5K1AVmS7ZcKuCPvLLQsTJ_UNxT0rMJVb4rTk1kQ4Uotpypd8Sw4iO7modeYCzkKQTN72VGlqDB9ptX8kRyzMZQQww7ZGP6jYQtse0-oiUGb7CQ_t4wuXrfu14H0MXEPdE.fTSPGdHR5bXkeKxF4hE2pjMTtscYdoTnVzEPMkVULpc&dib_tag=se&qid=1741608374&s=computers&sr=1-42,20,50+ bought in past month,"₹ 72,990",No Deal,"₹36,999",No Coupon
