Name,Link,Ratings,Total Buys,Price,Deal Available,Original Price,Coupon Savings,Company,Discount Price
"(Refurbished) Dell Latitude E5450 5th Gen Intel Core i5 HD Laptop (8 GB RAM/500 GB HDD/14"" (35.6 cm)/Win",https://www.amazon.in/Dell-Latitude-Bluetooth-Integrated-Graphics/dp/B0B8NZMFZF/ref=sr_1_89?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-89,31,,14999,No Deal,68233,No Coupon,Dell,53234
"HP 15s, Intel Core i3-1215, 8GB DDR4, 512GB SSD, 15.6-inch (39.6cm), Anti-Glare, FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers (Win 11, Office 21, Silver, 1.69kg) fy5003TU",https://www.amazon.in/HP-i3-1215U-Graphics-Numeric-15s-fy5003TU/dp/B0C3D81MJG/ref=sr_1_90?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-90,90,-,33660,No Deal,68233,No Coupon,Hp,34573
"HP Pavilion x360, 13th Gen Intel Core i5-1335U,16GB DDR4, 512GB SSD, (Win11,Office 21, Silver,1.51kg), Touchscreen, 14-inch(35.6cm), FHD Laptop, Iris Xe, FPR, 5MP Camera, Backlit KB, Pen, ek1074TU",https://www.amazon.in/HP-Pavilion-Laptop-Multitouch-14-ek1074TU/dp/B0CJ2KWNNQ/ref=sr_1_91?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-91,73,50+ ,69990,No Deal,68233,No Coupon,Hp,No discount
"(Refurbished) HP 250 G6 6th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM|500GB HDD GB HDD|15.5"" HD|Windows 10 Pro|Webcam|Intel HD Graphics)",https://www.amazon.in/Refurbished-Laptop-Windows-Webcam-Graphics/dp/B0DYF6Y6KY/ref=sr_1_92?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-92,No Ratings,,14499,No Deal,68233,No Coupon,Hp,53734
"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage; Space Black",https://www.amazon.in/Apple-2024-MacBook-Laptop-10%E2%80%91core/dp/B0DLHXVCXJ/ref=sr_1_93?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-93,9,50+ ,162990,No Deal,68233,No Coupon,Apple,No discount
"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg",https://www.amazon.in/Dell-Inspiron-3530-Generation-Light-1-62kg/dp/B0DFCM24S3/ref=sr_1_94?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-94,35,50+ ,67986,No Deal,68233,No Coupon,Dell,247
"Lenovo V14 Intel Core i5 12th Gen 14""(35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.43 kg),",https://www.amazon.in/Lenovo-35-56cm-1920x1080-Antiglare-82TSA0CWIH/dp/B0CWRP5P1M/ref=sr_1_95?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-95,14,-,34320,No Deal,68233,No Coupon,Lenovo,33913
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN",https://www.amazon.in/Lenovo-1920x1080-Antiglare-Windows-82TTA08AIN/dp/B0CJTRM3QW/ref=sr_1_96?dib=eyJ2IjoiMSJ9._XV1bMoyGNoN5Kpe-HKSnXUIysJwCBM26asJ0_1N7NTHJ8yTXSsG6cRjrJIa9oaA6bfApord6dqvezXjyRUGPNf015cbr5RnLwLZjlnRDLxMRf23u7aAgd6FzAMXiPQoSC3cx1HUpjlhhlaCxFyx_gSTb-ZiXz_58hd_msS37gxApwaG6YVP2gV1ylNErgW23_bUGnpGbjw4tyHOU0NlB-FRIil47CSC578sz1rI-SXQ4rEsvIQDo2Lvc9tvwniCGPqluArAC4SSn1sVZkUijsxLcQQBuTlC5v9MMXvaLXX6u3v413hTghw2-htUrGeOQutyQZtQTas4O5zvn_RitRU9t5Ak98z6mzFqF-I-_0Q.8PzzIzc2dR9kdSsaefNZ0YZyvgx42M61rscBZRUzyxE&dib_tag=se&qid=1741773383&s=computers&sr=1-96,8,-,44990,Limited time deal,68233,No Coupon,Lenovo,23243
"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1504ZA-NJ521WS",https://www.amazon.in/ASUS-Vivobook-i5-1235U-Keyboard-X1504ZA-NJ521WS/dp/B0C8K26BK8/ref=sr_1_97?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-97,93,50+ ,42990,No Deal,59990,No Coupon,Asus,17000
"Dell 15 Thin & Light Laptop, Windows 11 Home, Intel Core i5-1235U Processor, 8GB RAM + 512GB SSD, 15.6"" FHD Window 11 + Mso '21, 15 Month Mcafee, Spill-Resistant Keyboard, Black, 1.66Kg",https://www.amazon.in/Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_98?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-98,365,50+ ,46490,No Deal,59990,No Coupon,Dell,13500
"HP Laptop 240R G9 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14 (35.56cm)/Ash Grey/1.47 kg/MS Office 2021",https://www.amazon.in/HP-Laptop-240R-Intel-1315U/dp/B0DKG9DPB1/ref=sr_1_99?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-99,3,50+ ,33629,No Deal,59990,No Coupon,Hp,26361
"HP Laptop 255 G9 AMD Ryzen 3 3250U Dual Core - (8GB/512GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg",https://www.amazon.in/HP-Laptop-255-G9-Ryzen/dp/B0DJCXBC3X/ref=sr_1_100?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-100,8,50+ ,26830,No Deal,59990,No Coupon,Hp,33160
"(Refurbished) Lenovo ThinkPad 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4BZMQG/ref=sr_1_101?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-101,480,,16500,No Deal,59990,No Coupon,Lenovo,43490
"Lenovo IdeaPad Flex 5 12th Gen Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Fingerprint/FHD Camera/Alexa/3 mon Game Pass/Grey/1.5Kg), 82R700JJIN",https://www.amazon.in/Lenovo-IdeaPad-i5-1235U-Fingerprint-82R70069IN/dp/B0B7RZCVLC/ref=sr_1_102?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-102,135,50+ ,63990,No Deal,59990,No Coupon,Lenovo,No discount
"HP Victus, 12th Gen Intel Core i5-12450H, RTX 3050, 16GB DDR4,512GB SSD (Win11, Office21, Blue,2.3kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm), Flicker-free Gaming Laptop, Enhanced Cooling,fa1379TX/fa1412tx",https://www.amazon.in/HP-i5-12450H-15-6-inch-Backlit-fa1379TX/dp/B0D81CP85D/ref=sr_1_103?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-103,16,50+ ,64900,No Deal,59990,No Coupon,Hp,No discount
"Apple 2025 MacBook Air 13″ Laptop with M4 chip: Built for Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Camera, Touch ID; Sky Blue",https://www.amazon.in/Apple-2025-MacBook-Laptop-chip/dp/B0DZDDKTQZ/ref=sr_1_104?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-104,No Ratings,-,115990,Limited time deal,59990,No Coupon,Apple,No discount
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty",https://www.amazon.in/Lenovo-V15-Display-Graphics-Warranty/dp/B0DBLGQVD9/ref=sr_1_105?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-105,8,50+ ,41890,No Deal,59990,No Coupon,Lenovo,18100
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H (16GB RAM/512GB SSD/FHD IPS/Windows 11/MS Office'21/14"" (35.56cm)/Alexa Built-in/Grey/1.3Kg, 83EL003PIN Laptop",https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Office21-83EL003PIN/dp/B0DP595V9S/ref=sr_1_106?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-106,5,50+ ,59400,No Deal,59990,No Coupon,Lenovo,590
"MSI Modern 14, Intel 12th Gen. i3 1215U,36CM Laptop(8GB/512GB NVMe SSD/Windows 11 Home/UHD Graphic/Classic Black/1.4Kg),C12MO-1205IN",https://www.amazon.in/MSI-Windows-Graphic-Classic-C12MO-1205IN/dp/B0D22L96QY/ref=sr_1_107?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-107,38,50+ ,28990,No Deal,59990,No Coupon,Msi,31000
"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port",https://www.amazon.in/Samsung-Processor-Windows-Fingerprint-Graphics/dp/B0D143SJ9R/ref=sr_1_108?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-108,26,100+ ,53650,No Deal,59990,No Coupon,Samsung,6340
"HP 15 AI Laptop, Intel Core Ultra 5 125H,12 Tops, 16GB DDR5, 1TB SSD,(Win 11, Silver, 1.65 kg),Anti-Glare, 15.6-inch (39.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, fd1197TU",https://www.amazon.in/HP-Anti-Glare-15-6-inch-Graphics-fd1197TU/dp/B0DGX5X7NZ/ref=sr_1_109?dib=eyJ2IjoiMSJ9.NrDMoSr3ahyjhR16R49_sQUJRiCkndH8k7OkoEKvGfwELGVDi1s20txxUU16p-E9qyQOCzmQqeVzc2GtbjudpsjOeHDt0bn4oPyFvSzjjkFaMv3RvYZ0QsUWg3Xg-TNfQfdeX_KlyaOKGKZoIhyL8hRSpqDWvQj3KwJ4S1d9vQv31Z98c7eiBlfBKWEL0WVJCP2zV_lep4vAom8tpAFBQccGVxnr5yGOpTRujFfUfSYPTsuO0D-GQl-ueDVwToSHbGCnQq_4sxvH-o1x18u-0I-rBCQcvlxhPkoplTYZEB2GXjX48O1afc8k1ZVkwgSwwFYXpNK2-5FLyqs-ib-kKy72FVme7fRr2UUhQkbZNoM.WirOEL4OmjXbt208Y8M454I_zXgx6dIi76-mvB5H_9M&dib_tag=se&qid=1741773419&s=computers&sr=1-109,20,50+ ,72990,No Deal,59990,No Coupon,Hp,No discount
