Name,Link,Ratings,Total Buys,Price,Deal Available,Original Price,Coupon Savings,Company,Discount Price
"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA IPS 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA081IN",https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Keyboard-21KHA081IN/dp/B0D82F4JMC/ref=sr_1_166?dib=eyJ2IjoiMSJ9.-PYlvHKU85PwlZuN3gU9acvGFZNwen7g2Ym4EyxacnBHnXzkm99e8ejT9iXl48Y36E8FkNQRAYWLuiGT2CZqoXBB15zElY2lWS4ZVFVnIRqhxfmv17EkSmlUjp410i1aGLoAY12Rds6QZ1YAPSZi09RXRj6Syl4Wmr6rKaJj6Hn5DR7KXqKpzap3_VmUH8SFmPkMR7DPMtnNuR8m0wsYQoz1Cr0TfMOaFb5roJ6LxDs7_W9usZb7JNET7_UG5oo8G_lXpJuUMF8WmkyzErbwNLZ9kE7q6uVuCaWb8gIkQ1f20-frebl_pgzJBAXln30IEuvdHBMbBlfvzRnIm6Ibi5nS2HF_98KhZmaILuy-KUE.wxNlKPE1ZoGv1r8SIH9w7mXPeFjC1gfA5vzzYon4D7k&dib_tag=se&qid=1741773382&s=computers&sr=1-166,5,-,57990,No Deal,53000,No Coupon,Lenovo,No discount
"FUTOPIA Ultimus PRO Intel Dual Core ~2.4GHz (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3CNC43BN-MB Thin and Light Laptop (14 Inch, Gray, 1.2 kg)",https://www.amazon.in/FUTOPIA-Ultimus-2-4GHz-Storage-NU14U3CNC43BN-MB/dp/B0D98DS8ZR/ref=sr_1_167?dib=eyJ2IjoiMSJ9.-PYlvHKU85PwlZuN3gU9acvGFZNwen7g2Ym4EyxacnBHnXzkm99e8ejT9iXl48Y36E8FkNQRAYWLuiGT2CZqoXBB15zElY2lWS4ZVFVnIRqhxfmv17EkSmlUjp410i1aGLoAY12Rds6QZ1YAPSZi09RXRj6Syl4Wmr6rKaJj6Hn5DR7KXqKpzap3_VmUH8SFmPkMR7DPMtnNuR8m0wsYQoz1Cr0TfMOaFb5roJ6LxDs7_W9usZb7JNET7_UG5oo8G_lXpJuUMF8WmkyzErbwNLZ9kE7q6uVuCaWb8gIkQ1f20-frebl_pgzJBAXln30IEuvdHBMbBlfvzRnIm6Ibi5nS2HF_98KhZmaILuy-KUE.wxNlKPE1ZoGv1r8SIH9w7mXPeFjC1gfA5vzzYon4D7k&dib_tag=se&qid=1741773382&s=computers&sr=1-167,23,-,11990,No Deal,53000,No Coupon,Futopia,41010
"ASUS Vivobook Go 15 (2023), AMD Ryzen 3 7320U, 15.6-inch (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ322WS",https://www.amazon.in/ASUS-Vivobook-15-6-inch-Windows-E1504FA-NJ322WS/dp/B0BTWDRKG1/ref=sr_1_168?dib=eyJ2IjoiMSJ9.-PYlvHKU85PwlZuN3gU9acvGFZNwen7g2Ym4EyxacnBHnXzkm99e8ejT9iXl48Y36E8FkNQRAYWLuiGT2CZqoXBB15zElY2lWS4ZVFVnIRqhxfmv17EkSmlUjp410i1aGLoAY12Rds6QZ1YAPSZi09RXRj6Syl4Wmr6rKaJj6Hn5DR7KXqKpzap3_VmUH8SFmPkMR7DPMtnNuR8m0wsYQoz1Cr0TfMOaFb5roJ6LxDs7_W9usZb7JNET7_UG5oo8G_lXpJuUMF8WmkyzErbwNLZ9kE7q6uVuCaWb8gIkQ1f20-frebl_pgzJBAXln30IEuvdHBMbBlfvzRnIm6Ibi5nS2HF_98KhZmaILuy-KUE.wxNlKPE1ZoGv1r8SIH9w7mXPeFjC1gfA5vzzYon4D7k&dib_tag=se&qid=1741773382&s=computers&sr=1-168,7,-,29990,No Deal,53000,No Coupon,Asus,23010
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop",https://www.amazon.in/Lenovo-IdeaPad-Integrated-Graphics-83EM00H0IN/dp/B0DPWRX9V6/ref=sr_1_169?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-169,2,-,56800,No Deal,86590,No Coupon,Lenovo,29790
Dell Latitude 3440 Intel Core I3 12Th Gen 1215U - (8GB/512 GB SSD/Intel UHD Graphics) Thin and Light Business DOS Laptop/14 HD Display/Grey/1.5 Kg,https://www.amazon.in/Dell-Latitude-3440-Intel-1215U/dp/B0B8XFRNT8/ref=sr_1_170?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-170,10,50+ ,29390,No Deal,86590,No Coupon,Dell,57200
"Lenovo IdeaPad Slim 1 AMD Ryzen 7 5700U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1 Year Warranty + 1 Year ADP/Cloud Grey/1.6Kg), 82R400EFIN",https://www.amazon.in/Lenovo-IdeaPad-Windows-Warranty-82R400EFIN/dp/B0CYPX4D1T/ref=sr_1_171?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-171,8,50+ ,41890,No Deal,86590,No Coupon,Lenovo,44700
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-Intel-Core-1215U/dp/B0DJCQ8D3J/ref=sr_1_172?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-172,9,-,32990,No Deal,86590,No Coupon,Lenovo,53600
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display",https://www.amazon.in/Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_173?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-173,275,-,23990,No Deal,86590,No Coupon,Acer,62600
"Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,Flipped 360 Degree, Windows 11,Intel Core i3-1215U 12th gen, 46.2Wh, 12 GB RAM LPDDR4 512 GB SSD Expandable Upto 1 TB, Backlit Keyboard",https://www.amazon.in/Chuwi-FreeBook-Touchscreen-i3-1215U-Expandable/dp/B0B1M6XJBJ/ref=sr_1_174?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-174,71,-,29990,Best seller,86590,No Coupon,Chuwi,56600
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021",https://www.amazon.in/HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_175?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-175,3,-,27250,No Deal,86590,No Coupon,Hp,59340
Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,https://www.amazon.in/Lenovo-Celeron-Graphics-MS-Office-Warranty/dp/B0CP615Z5M/ref=sr_1_176?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-176,4,-,20740,No Deal,86590,No Coupon,Lenovo,65850
"MSI Modern 14, Intel 12th Gen. i5-1235U, 36CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12MO-1249IN",https://www.amazon.in/MSI-i5-1235U-Windows-Graphics-C12MO-1249IN/dp/B0D8WKLY1B/ref=sr_1_177?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-177,1,-,36990,No Deal,86590,No Coupon,Msi,49600
"HP 15s Laptop 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 15.6-inch FHD, Intel UHD Graphics, HD Camera, Backlit KB, 1.69kg) fq5111TU/fy5008tu",https://www.amazon.in/HP-Micro-Edge-Anti-Glare-15s-fq5111TU/dp/B0B6F5V23N/ref=sr_1_178?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-178,897,-,44999,No Deal,86590,No Coupon,Hp,41591
"HP Pavilion Plus, 13th Gen Intel Core i5-1335U, 16GB DDR5, 512GB SSD, (Win11, Office21, Silver, 1.44 kg),IPS, Anti-glare, 14-inch (35.6cm) WUXGA Laptop, Intel Iris Xe graphics, 5MP IR camera, ew0116TU",https://www.amazon.in/HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_179?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-179,31,-,73490,No Deal,86590,No Coupon,Hp,13100
"Lenovo Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop",https://www.amazon.in/Lenovo-i5-13420H-Touchscreen-3Mon-Game-83KX0059IN/dp/B0DSL4R3DL/ref=sr_1_180?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-180,1,-,72190,No Deal,86590,No Coupon,Lenovo,14400
"acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop (14 Inch Full HD LED-Backlit IPS Display, Steel Gray, MS Office, 1.45 Kg)",https://www.amazon.in/acer-Aspire-Intel-Core-1215U/dp/B0CC9PFK9W/ref=sr_1_181?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-181,No Ratings,-,29990,No Deal,86590,No Coupon,Acer,56600
"(Refurbished) HP 250 G7 8th Gen Intel Core i3 Thin & Light HD Laptop (8 GB DDR4 RAM|256 SSD GB HDD|15.5"" HD|Windows 10 Pro|Webcam|Intel HD Graphics)",https://www.amazon.in/Refurbished-Laptop-Windows-Webcam-Graphics/dp/B0DYF5T43L/ref=sr_1_182?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-182,No Ratings,,15499,No Deal,86590,No Coupon,Hp,71091
"ASUS Vivobook 16, Snapdragon X Processor,(Qualcomm Adreno iGPU/16GB RAM/512GB SSD/Windows 11 Home/MS Office 365 Basic (1Year)*/16"" FHD+/AI PC/Cool Silver/1.88 kg), X1607QA-MB050WS",https://www.amazon.in/ASUS-Vivobook-Snapdragon-Processor-X1607QA-MB050WS/dp/B0DX1TJXRD/ref=sr_1_183?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-183,No Ratings,-,65990,Limited time deal,86590,No Coupon,Asus,20600
"(Refurbished) Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG",https://www.amazon.in/Refurbished-5-5625U-Premium-Windows-AL15-41/dp/B0DJST4VB2/ref=sr_1_184?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-184,1,,24918,No Deal,86590,No Coupon,Acer,61672
"Dᥱll Latitude E7480 6th Gen Intᥱl Core i7 Thin & Light HD Laptop (512 GB SSD|16 GB DDR4 RAM|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intᥱl HD Graphics) (Rᥱfurbishᥱd)",https://www.amazon.in/Latitude-Laptop-Windows-Graphics-R%E1%A5%B1furbish%E1%A5%B1d/dp/B0DYJFL6C3/ref=sr_1_185?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-185,No Ratings,-,21995,No Deal,86590,No Coupon,Dell,64595
"ASUS TUF Gaming A16 Advantage Edition, 16"" FHD+ 144Hz 300nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/AMD Radeon RX 7600S/Windows 11/Off Black/2.2 Kg), FA617NSR-RL083W",https://www.amazon.in/ASUS-Advantage-300nits-Processor-FA617NSR-RL083W/dp/B0DBVRLST8/ref=sr_1_186?dib=eyJ2IjoiMSJ9.PJEOySbHavVxZ6AEZxxO7t_GwRYWGLacIQTKKwaNdmvXVGOhWW_V9VMphNGZZRuNlcjSID6m9H5GG1QoBoxV03Hf-s906bnUpMOsUDj7xmUZKTXWGF7RmZkMbeyw_Wkp6wyXiDcx_r0cbkSNwaMI8cIMRp4Wp3EyAwGvwJ5qDAtwSMKnBJhiuwE0rjxgoI6UC-5i8Ue-RSpUpiPe48nQEGroqRRuRA0Bb7_5VMTc6xNQQnK91rWGzu_CihNANuZngQsHSEdWZ-TX46-5vt56mP57j1XLwmNwgJvBDv0zU6siR1xKl6Tf2l8t9Vhj2dPOx6YzwBadiNUcZOljy7f-jOkSrqxDrrWqUn7bkbQ5zSM.WWIT8XrXwgVLvTg4HrAFVMaPaRJytNVtR45dFxG2xsQ&dib_tag=se&qid=1741773418&s=computers&sr=1-186,11,-,79990,No Deal,86590,No Coupon,Asus,6600
